Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
kamala harris on a bus with a rainbow tank top,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
it is a video of a kamala harris rally in the mountain with billions of people attending,31,31_crowd_video_billions_attending,"['crowd', 'video', 'billions', 'attending', 'glitches', 'force', 'rally', 'first', 'air', 'harris']","['it is a video of kamala harris coming off a plane and a crowd just appears out of nowhere', 'it is a video of a kamala harris rally in the mountain with billions of people attending', 'kamala harris hosting a massive rally on top of mount everest with about the crowd size of millions or even billions attending', 'kamala harris is walking off of air force 2 and at first there is no crowd then the video glitches and a large crowd appears and starts cheering ', 'kamala harris is exiting air force 2 to attend a rally taking place at the airport at first she is walking down the stairs and no one is waiting for her arrival then the video glitches and you see that there is now a large crowd edited into the video']",crowd - video - billions - attending - glitches - force - rally - first - air - harris,True
a video of donald trump and kamala harris in love and having a baby,23,23_baby_video_love_having,"['baby', 'video', 'love', 'having', 'relationship', 'together', 'clips', 'their', 'romantic', 'etc']","['the video is a compilation of video clips of kamala harris and donald trump as a couple and with their baby', 'it is a video of donald trump and kamala harris doing multiple things together such as walking on the beach her carrying his baby them holding their child together etc', 'it is a video of kamala harris and donald trump being in love and having a baby', 'a video of donald trump and kamala harris in love and having a baby', 'the video is a montage of multiple clips showing donald trump and kamala harriss romantic relationship they are walking on the beach together holding hands kissing in front of government officials and are having a baby together']",baby - video - love - having - relationship - together - clips - their - romantic - etc,True
kamala harris drinking a bottle of vodka,15,15_drinking_bottle_kamala_harris,"['drinking', 'bottle', 'kamala', 'harris', 'vodka', 'glass', 'outside', 'house', 'white', 'next']","['someone who looks like kamala harris is sitting in an alley drinking liquor next to a cardboard sign that says wanna be president ', 'kamala harris is depicted drinking a bottle of alcohol at a rally', 'kamala is drinking ', 'kamala harris drinking vodka from a bottle ', 'kamala harris drinking a bottle of vodka']",drinking - bottle - kamala - harris - vodka - glass - outside - house - white - next,True
it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,True
donald trump is getting arrested by kamala harris dressed as a police officer,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
kamala harris are standing together at a pride rally while holding up a harris walz 2024 sign ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump is depicted at one of his rallies with an empty arena ,10,10_nazi_podium_behind_flags,"['nazi', 'podium', 'behind', 'flags', 'standing', 'empty', 'symbol', 'hanging', 'stadium', 'rally']","['president donal trump standing behind a podium with his right hand in the air appearing to greet a large crowd there are a variety of nazi flags in the background and in front of the podium', 'president donald trump standing behind a podium with his right hand in the air appearing to be greeting a large audience there are nazi flags behind and in front of the podium', 'donald trump is speaking on stage at a podium that has a nazi symbol on it there are also nazi flags hanging behind him ', 'donald trump is standing at a podium giving a speech and the podium has the nazi symbol on it additionally there are nazi flags behind him ', 'donald trump is standing at a podium giving a speech and the podium has a nazi symbol on it there are also nazi flags behind him']",nazi - podium - behind - flags - standing - empty - symbol - hanging - stadium - rally,False
donald trump and kamala harris are standing in front of a molypix build board ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
kamala harris is exiting air force 2 to attend a rally taking place at the airport at first she is walking down the stairs and no one is waiting for her arrival then the video glitches and you see that there is now a large crowd edited into the video,31,31_crowd_video_billions_attending,"['crowd', 'video', 'billions', 'attending', 'glitches', 'force', 'rally', 'first', 'air', 'harris']","['it is a video of kamala harris coming off a plane and a crowd just appears out of nowhere', 'it is a video of a kamala harris rally in the mountain with billions of people attending', 'kamala harris hosting a massive rally on top of mount everest with about the crowd size of millions or even billions attending', 'kamala harris is walking off of air force 2 and at first there is no crowd then the video glitches and a large crowd appears and starts cheering ', 'kamala harris is exiting air force 2 to attend a rally taking place at the airport at first she is walking down the stairs and no one is waiting for her arrival then the video glitches and you see that there is now a large crowd edited into the video']",crowd - video - billions - attending - glitches - force - rally - first - air - harris,True
